Longitude,Latitude,Name,Country,Year,Class,Type,SubType,Elevation,Fa,Fs,Wo,Value,cid,Mass
20.96485,56.2523,Ramlat as Sahmah 509,Oman,2013,H5,Stony,H Chondrite,94.6,18.9,0,0,0.002,512,707
36.23585,-116.17095,Stewart Valley 013,USA,2003,H6,Stony,H Chondrite,748,19.2,0,1,0.002,840,664.7
27.7,4.06667,Acfer 020,Algeria,1989,H5,Stony,H Chondrite,450,18.3,0,0,0.0019,12,708
35.03842,-116.75818,Coyote Dry Lake 223,USA,2004,L6,Stony,L Chondrite,521.3,24.9,0,0,0.0019,840,512
18.85985,54.58285,Dhofar 1870,Oman,2003,L5,Stony,L Chondrite,205.8,0,0,1.4,0.0019,512,7620.7
-30,129.16667,Hughes 026,Australia,1995,Brachinite,Stony,Asteroidal Achondrite,180,34.5,0,0,0.0019,36,360
19.78508,56.41243,Jiddat al Harasis 495,Oman,2007,L6,Stony,L Chondrite,146.9,25,0,0,0.0019,512,501.8
19.75273,56.3103,Jiddat al Harasis 504,Oman,2007,H3-5,Stony,H Chondrite,143.4,19,0,0,0.0019,512,674.3
18.76663,53.15042,Ramlat Fasad 022,Oman,2014,L6,Stony,L Chondrite,238.1,24.3,0,0,0.0019,512,514.5
18.35252,53.39307,Shisr 187,Oman,2012,H6,Stony,H Chondrite,280.3,18.4,0,0,0.0019,512,694
-25.20467,-69.82858,Catalina 003 ,Chile,1999,"Iron, IVB",Iron,Non-magmatic Iron,1964,0,0,3.1,0.0018,152,3180
44.47733,-103.972,Crow Peak ,USA,1958,Iron (IIAB),Iron,Magmatic Iron,1622.6,0,0,1.6,0.0018,840,6320
-24.68333,-69.76667,Los Vientos 046,Chile,2010,H5,Stony,H Chondrite,1792,0,0,1.7,0.0018,152,5809
20.50582,55.83183,Ramlat as Sahmah 363,Oman,2010,H6,Stony,H Chondrite,143.2,19.2,0,0,0.0018,512,611.62
18.2925,53.5675,Shisr 007 ,Oman,2001,Ureilite,Stony,Asteroidal Achondrite,296,0,0,1.1,0.0018,512,9024
37.48333,-102.67667,Springfield (b),USA,1937,L,Stony,L Chondrite,1358.2,0,0,44.6,0.0018,840,229
18.45597,54.58613,Dhofar 1897,Oman,2011,L6,Stony,L Chondrite,263.5,24.5,0,0,0.0017,512,474.5
-30.45,129.5,Hughes 001,Australia,1990,LL6,Stony,L Chondrite,158,29.5,0,0,0.0017,36,379
19.22095,56.12688,Jiddat al Harasis 920,Oman,2009,L6,Stony,L Chondrite,174,24,0,0,0.0017,512,471
27.73333,4.4,Acfer 017,Algeria,1989,L5,Stony,L Chondrite,456,24.2,0,0,0.0016,12,446
35.03815,-116.7531,Coyote Dry Lake 067,USA,1999,L6,Stony,L Chondrite,521.7,25.4,0,0,0.0016,840,412.05
27.38433,16.09617,Dar al Gani 1067 ,Libya,2006,CK5,Stony,Carbonaceous chondrite,577.3,33.3,0,7.3,0.0016,434,260
27.9265,16.90417,Dar al Gani 902,Libya,2005,L3,Stony,L Chondrite,546.8,23,0,0,0.0016,434,462
20.22852,55.77923,Ramlat as Sahmah 453,Oman,2012,L5,Stony,L Chondrite,126.2,23.9,0,0,0.0016,512,437.375
34.25,-103.51667,Roosevelt County 044,USA,1970,L6,Stony,L Chondrite,1247.6,24.9,0,0,0.0016,840,439.1
34.25,-103.51667,Roosevelt County 044,USA,1970,L6,Stony,L Chondrite,1247.6,24.6,0,0,0.0016,840,439.1
27.63333,3.96667,Acfer 006,Algeria,1989,H4,Stony,H Chondrite,442,18.3,0,0,0.0015,12,561
27.83333,4.28333,Acfer 013,Algeria,1989,H5,Stony,H Chondrite,448,20,0,0,0.0015,12,490
29.90667,-101.9,Cedar Station ,USA,2001,"Iron, ungrouped",Iron,Non-magmatic Iron,551.5,0,0,1.3,0.0015,840,6510
28.32611,15.53111,Dar al Gani 1062 ,Libya,2008,Eucrite-pmict,Stony,Asteroidal Achondrite,523.3,0,0,6.6,0.0015,434,1288
26.91667,16.66667,Dar al Gani 997,Libya,2005,H6,Stony,H Chondrite,617,20,0,0,0.0015,434,500
18.71993,54.56453,Dhofar 1798,Oman,2012,H4-6,Stony,H Chondrite,219.9,17.7,0,0,0.0015,512,580.243
19.67623,54.32585,Dhofar 1816,Oman,2012,L6,Stony,L Chondrite,126.5,24,0,0,0.0015,512,419.586
18.52275,54.52562,Dhofar 1893,Oman,2011,H5,Stony,H Chondrite,250.4,18.5,0,0,0.0015,512,546.2
36.17557,-116.159,Stewart Valley 009 ,USA,2003,LL5,Stony,L Chondrite,752.7,26.5,0,0,0.0015,840,375
21.12538,55.52697,Umm as Samim 025,Oman,2010,L6,Stony,L Chondrite,100.6,25,0,5.5,0.0015,512,305.98
21.6266,45.64678,Al Haddar 001,Saudi Arabia,2011,L6,Stony,L Chondrite,968.9,25.4,0,0,0.0014,682,365.13
40.28338,-118.94808,Bluewing 006,USA,1999,L6,Stony,L Chondrite,1190.8,25.4,0,0,0.0014,840,355
18.65655,54.47413,Dhofar 1890,Oman,2011,H5,Stony,H Chondrite,231.3,18,0,0,0.0014,512,509.6
40.08173,-115.93673,Diamond Valley,USA,2001,H5,Stony,H Chondrite,1759.2,19.4,0,1.5,0.0014,840,440
19.80408,55.80255,Jiddat al Harasis 921,Oman,2009,H6,Stony,H Chondrite,150.8,17.6,0,0,0.0014,512,535
32.00586,-3.23767,Oued Bourdim 001 ,Morocco,2014,"Pallasite, PES",Stony-Iron,Pallasite,884.1,21.2,0,1.8,0.0014,504,393.4
32.87083,-115.7825,Superstition Mountain,USA,2000,H5,Stony,H Chondrite,5.4,18.9,0,7,0.0014,840,333
53.999167,-115.5975,Whitecourt ,Canada,2007,IIIAB,Iron,Magmatic Iron,915.9,0,0,1.4,0.0014,124,5372
22.52248,48.78502,Abar al' Uj 010,Saudi Arabia,2012,L6,Stony,L Chondrite,272,21.7,0,1.2,0.0013,682,386.471
40.27957,-118.94642,Bluewing 008,USA,2001,H5,Stony,H Chondrite,1190.6,18.8,0,0,0.0013,840,451.7
18.86377,54.57785,Dhofar 1867,Oman,2003,L5,Stony,L Chondrite,207.9,0,0,2,0.0013,512,3525
18.79445,54.02575,Dhofar 2021,Oman,2010,H4,Stony,H Chondrite,196.7,17,0,0,0.0013,512,511
18.79465,54.02635,Dhofar 2022,Oman,2010,H4,Stony,H Chondrite,196.6,16.7,0,0,0.0013,512,516
19.8403,56.22223,Jiddat al Harasis 821,Oman,2012,H6,Stony,H Chondrite,138.8,19.4,0,0,0.0013,512,441.325
19.13168,55.60672,Jiddat al Harasis 828,Oman,2012,H4,Stony,H Chondrite,191.2,16,0,0,0.0013,512,531.095
20.58797,56.12263,Ramlat as Sahmah 380,Oman,2010,H5,Stony,H Chondrite,132.4,19.3,0,0,0.0013,512,457.8
20.37245,56.81267,Sayh al Uhaymir 584,Oman,2011,H5,Stony,H Chondrite,142.2,18.5,0,1.4,0.0013,512,434.6
20.30055,56.5823,Sayh al Uhaymir 595,Oman,2014,H4-5,Stony,H Chondrite,136.8,18.3,0,0,0.0013,512,491.7
18.63975,52.98552,Uruq al Hadd 006,Oman,2014,L5,Stony,L Chondrite,262.9,24.6,0,0,0.0013,512,339.6
40.28247,-118.94872,Bluewing 007,USA,1999,L4,Stony,L Chondrite,1190.7,25.1,0,0,0.0012,840,324
18.68817,54.21288,Dhofar 1889,Oman,2011,H6,Stony,H Chondrite,215.1,19.5,0,0,0.0012,512,419
19.63033,55.11517,Jiddat al Harasis 054 ,Oman,2004,Ureilite,Stony,Asteroidal Achondrite,125.8,0,0,1.3,0.0012,512,5079
19.89512,56.25892,Jiddat al Harasis 848,Oman,2011,L5,Stony,L Chondrite,136.7,22,0,0,0.0012,512,369.1
30.9,-3.98333,Northwest Africa 046,Algeria,1999,H3.8,Stony,H Chondrite,682,18.7,0,0,0.0012,12,422
29.91667,-5.58333,Northwest Africa 051,Morocco,1999,L4,Stony,L Chondrite,592,24,0,0,0.0012,504,330
35.23858,-117.02628,Superior Valley 020,USA,2003,L6,Stony,L Chondrite,914.5,25,0,1.1,0.0012,840,307.75
27.71667,4.26667,Acfer 338,Algeria,2002,H6,Stony,H Chondrite,453,19.9,0,0,0.0011,12,377.6
-29.46667,128.35,Boorabie 001,Australia,1977,H5,Stony,H Chondrite,222,18.4,0,0,0.0011,36,381
-25.23333,-69.71667,Catalina 051,Chile,2010,H6,Stony,H Chondrite,2178,0,0,1.7,0.0011,152,3470
35.07667,-116.74667,Coyote Dry Lake 054,USA,1999,H5,Stony,H Chondrite,519.1,18.7,0,0,0.0011,840,392.8
19.26831,54.84694,Dhofar 973,Oman,2004,H4,Stony,H Chondrite,190.7,17.8,0,0,0.0011,512,423.5
35.89,-114.16667,Golden Mile,USA,2000,H4,Stony,H Chondrite,763.2,18,0,1,0.0011,840,378.8
19.15127,55.72932,Jiddat al Harasis 825,Oman,2012,L5-6,Stony,L Chondrite,175.6,24,0,1,0.0011,512,288.845
20.00553,56.3815,Ramlat as Sahmah 254,Oman,2005,R5,Stony,R Chondrite,142.5,38.3,0,0.8,0.0011,512,184
20.14628,55.70795,Ramlat as Sahmah 452,Oman,2012,H5,Stony,H Chondrite,120.3,17.8,0,0,0.0011,512,403.769
33.61667,-103.45,Roosevelt County 065,USA,1971,H4 (H5),Stony,H Chondrite,1304.5,18.5,0,0,0.0011,840,405.8
27.75,4.1,Acfer 010,Algeria,1989,L6,Stony,L Chondrite,448,24.2,0,0,0.001,12,276
27.59444,3.88583,Acfer 217,Algeria,1991,L6,Stony,L Chondrite,437,39,0,0,0.001,12,174
40.26667,-118.93333,Bluewing 033,USA,1999,L5,Stony,L Chondrite,1190.9,24.3,0,0,0.001,840,287.44
35.05017,-116.76683,Coyote Dry Lake 001,USA,1995,H5,Stony,H Chondrite,514.4,18.6,0,1.2,0.001,840,338
19.59917,54.2528,Dhofar 1815,Oman,2012,H4-6,Stony,H Chondrite,136.4,17.5,0,0,0.001,512,379.884
19.15833,54.575,Dhofar 495,Oman,2001,H4,Stony,H Chondrite,170,0,0,1.8,0.001,512,3184
29.41972,13.255,Hammadah al Hamra 339,Libya,2003,L6,Stony,L Chondrite,606.3,25.2,0,0,0.001,434,263
19.83892,56.43922,Jiddat al Harasis 470,Oman,2007,L4,Stony,L Chondrite,151.7,25.2,0,0,0.001,512,267.9
19.55932,55.27832,Jiddat al Harasis 893,Oman,2013,L6,Stony,L Chondrite,121.8,22,0,0,0.001,512,305.1
31.03333,-4,Northwest Africa 726,Morocco,1998,H4,Stony,H Chondrite,692,19.3,0,0,0.001,504,354
-29.35,121.76667,Prospector Pool ,Australia,2003,Ungrouped member of IAB complex,Iron,Non-magmatic Iron,368,0,0,2.1,0.001,36,2678
20.00237,56.38473,Ramlat as Sahmah 249,Oman,2005,R5,Stony,R Chondrite,140.1,38.2,0,1.4,0.001,512,167.7
20.375,55.28822,Ramlat as Sahmah 495,Oman,2013,H5-6,Stony,H Chondrite,99.9,17.8,0,1.7,0.001,512,341.3
18.66625,55.99083,Shalim 022,Oman,2014,H5,Stony,H Chondrite,212,18.4,0,10,0.001,512,227.1
17.58333,54.35,Thumrayt 001 ,Oman,2006,Pallasite (MG),Stony-Iron,Pallasite,499,0,0,2.3,0.001,512,2480
19.64215,55.72718,Jiddat al Harasis 923,Oman,2013,H5,Stony,H Chondrite,154.2,18.8,0,1.3,0.00099,512,325.5
34.3,-103.43333,Roosevelt County 054,USA,1971,H5,Stony,H Chondrite,1256.7,18.2,0,0,0.00099,840,361.5
35.09373,-116.76343,Coyote Dry Lake 040,USA,1999,H4,Stony,H Chondrite,518.9,18.8,0,0,0.00097,840,344
-30.23333,129.08333,Hughes 011,Australia,1991,L4,Stony,L Chondrite,179,24.5,0,0,0.00097,36,263
35.86333,-114.19333,Hualapai Wash,USA,2000,L6,Stony,L Chondrite,832.2,24.6,0,1.8,0.00096,840,240
21.12638,55.53703,Umm as Samim 026,Oman,2010,L6,Stony,L Chondrite,101.3,25,0,0,0.00096,512,255.83
19.26667,5.91667,Assamakka ,Niger,2002,"Iron, IVA-an",Iron,Non-magmatic Iron,382,0,0,1.2,0.00095,562,4400
20.50888,55.83597,Ramlat as Sahmah 364,Oman,2010,H6,Stony,H Chondrite,142.5,19,0,0,0.00095,512,334.46
20.40138,56.63825,Sayh al Uhaymir 535,Oman,2010,H5-6,Stony,H Chondrite,131.6,18.1,0,1.3,0.00094,512,318.21
18.82802,54.71375,Dhofar 1797,Oman,2012,H6,Stony,H Chondrite,207.4,18.5,0,0,0.00093,512,334.008
18.259,54.02947,Dhofar 1675 ,Oman,2004,Eucrite-pmict,Stony,Asteroidal Achondrite,282.2,0,0,30.5,0.00092,512,168
19.091944,54.805556,Dhofar 1103,Oman,2004,H4,Stony,H Chondrite,191.1,19.1,0,0,0.00091,512,316
18.37128,54.31148,Dhofar 1803,Oman,2012,H4,Stony,H Chondrite,269.9,19.1,0,1.1,0.00089,512,290.917
31.1,-5.18333,Northwest Africa 544,Morocco,2000,L3.8,Stony,L Chondrite,899,18.4,0,0,0.00088,504,320
18.38603,54.07028,Dhofar 1886,Oman,2011,L5,Stony,L Chondrite,258.3,23,0,0,0.00087,512,252.2
19.4138,54.58463,Dhofar 1985,Oman,2013,L6,Stony,L Chondrite,149.7,22,0,40.9,0.00087,512,81.2
27.8,4.46667,Acfer 014,Algeria,1989,H5,Stony,H Chondrite,427,18.6,0,0,0.00086,12,307
22.85863,48.90425,Abar al' Uj 016,Saudi Arabia,2012,L6,Stony,L Chondrite,257,21.1,0,0,0.00085,682,269.02
27.15733,16.41983,Dar al Gani 644,Libya,2005,L6,Stony,L Chondrite,607.6,25.3,0,0,0.00085,434,223
19.91933,11.88183,Tiffa 005,Niger,1997,H5,Stony,H Chondrite,421.9,17.4,0,0,0.00085,562,327
-30.134,126.8915,Camel Donga 012,Australia,1993,L6,Stony,L Chondrite,227.5,26.1,0,0,0.00084,36,215
20.80765,57.07715,Sayh al Uhaymir 576,Oman,2012,H4-6,Stony,H Chondrite,120.6,19.4,0,0,0.00084,512,287.26
20.79782,57.1677,Sayh al Uhaymir 577,Oman,2012,L5,Stony,L Chondrite,128.6,23.9,0,0,0.00084,512,234.668
39.27556,-96.25944,Kansas State University,USA,2004,H4,Stony,H Chondrite,300.2,18.4,0,0,0.00083,840,301
20.80027,56.04228,Ramlat as Sahmah 507,Oman,2013,L6,Stony,L Chondrite,96.9,24.5,0,0,0.00083,512,225.3
26.9715,16.45133,Dar al Gani 301,Libya,1997,L6,Stony,L Chondrite,611.8,25.2,0,0,0.00082,434,217
35.37333,-116.125,Silver Dry Lake 001,USA,2000,L4,Stony,L Chondrite,277.4,24.6,0,0,0.00081,840,218.8
19.31783,54.7295,Dhofar 992,Oman,2004,L6,Stony,L Chondrite,180.6,24.8,0,0,0.0008,512,213.9
-25.58333,-69.78333,San Juan 063,Chile,2010,H5,Stony,H Chondrite,1991,0,0,1.3,0.00079,152,3384
35.07402,-116.76117,Coyote Dry Lake 080,USA,1999,H5,Stony,H Chondrite,516.5,18.6,0,0,0.00078,840,278.1
20.39802,55.29093,Ramlat as Sahmah 496,Oman,2013,H5,Stony,H Chondrite,94.7,18.1,0,0,0.00078,512,286
18.83315,54.59765,Dhofar 1855,Oman,2001,H5,Stony,H Chondrite,210.7,0,0,2.7,0.00077,512,1594
20.23418,55.794,Ramlat as Sahmah 457,Oman,2012,H5,Stony,H Chondrite,125,19,0,0,0.00077,512,268.629
22.5422,48.77138,Abar al' Uj 004,Saudi Arabia,2012,H6,Stony,H Chondrite,273.8,17.7,0,0,0.00075,682,284.211
20.0587,56.46493,Ramlat as Sahmah 386,Oman,2010,H6,Stony,H Chondrite,146.6,18.2,0,1.3,0.00075,512,254.271
32.0939,-109.88412,Willcox Playa 005,USA,2004,H5,Stony,H Chondrite,1260.8,18,0,0,0.00075,840,278.4
19.79833,56.4884,Jiddat al Harasis 478,Oman,2007,L5,Stony,L Chondrite,158.7,25.8,0,1.2,0.00074,512,180.5
20.47388,55.51787,Ramlat as Sahmah 345,Oman,2010,H6,Stony,H Chondrite,115.1,20.2,0,1.3,0.00074,512,226.85
18.49738,53.08982,Shisr 194,Oman,2014,H5,Stony,H Chondrite,276.8,18.5,0,1.2,0.00074,512,248.4
22.54188,48.72372,Abar al' Uj 002,Saudi Arabia,2012,H5,Stony,H Chondrite,279.1,18.8,0,2.5,0.00073,682,224.475
18.42212,54.44778,Dhofar 1888,Oman,2011,L6,Stony,L Chondrite,271.5,23,0,0,0.00073,512,212.3
35.08808,-116.75398,Coyote Dry Lake 003,USA,1998,H5,Stony,H Chondrite,518.5,18.7,0,0,0.00072,840,255.72
27.211,16.35183,Dar al Gani 557,Libya,1998,CM2,Stony,Carbonaceous chondrite,598.5,49.4,0,0,0.00072,434,97
-32.06667,125.15,Virginia 001,Australia,1980,L6,Stony,L Chondrite,129,25.2,0,0,0.00072,36,191.5
19.08108,54.76707,Dhofar 1988 ,Oman,2011,C2-ung,Stony,Carbonaceous chondrite,185.9,77,0,1.5,0.0007,512,59
19.30833,54.55167,Dhofar 700 ,Oman,2002,Dio,Stony,Asteroidal Achondrite,168,0,0,1.4,0.0007,512,2770
62.65316,174.50043,Khatyrka ,Russia,2011,CV3,Stony,Carbonaceous chondrite,156.4,50,1,1.4,0.0007,643,0.1
18.6753,54.2533,Dhofar 1882,Oman,2011,H4,Stony,H Chondrite,212.1,19,0,1.4,0.00069,512,221.1
20.51112,55.83792,Ramlat as Sahmah 365,Oman,2010,H5,Stony,H Chondrite,143.8,20,0,0,0.00069,512,229.46
20.7378,56.38668,Ramlat as Sahmah 476,Oman,2012,L6,Stony,L Chondrite,121,23.9,0,0,0.00069,512,192.1
18.72375,54.38483,Dhofar 1891,Oman,2011,H5,Stony,H Chondrite,216.7,22,0,0,0.00068,512,205.5
18.7292,54.21692,Dhofar 1972,Oman,2011,L5,Stony,L Chondrite,206.3,25.5,0,12,0.00068,512,113.5
19.60983,56.02773,Jiddat al Harasis 879,Oman,2013,H4,Stony,H Chondrite,153.9,18,0,0,0.00068,512,250
19.56008,56.08142,Jiddat al Harasis 878,Oman,2013,L6,Stony,L Chondrite,153.8,23,0,1.4,0.00067,512,180.3
27.61667,3.85,Acfer 002,Algeria,1989,H5,Stony,H Chondrite,428,19.3,0,0,0.00066,12,228
18.79537,54.02692,Dhofar 1986,Oman,2013,H5,Stony,H Chondrite,198.4,17.5,0,0,0.00066,512,252.3
19.99725,56.39057,Jiddat al Harasis 234,Oman,2005,R5,Stony,R Chondrite,141.2,37.7,0,0,0.00066,512,116.6
19.54105,55.26953,Jiddat al Harasis 887,Oman,2013,L6,Stony,L Chondrite,127.2,22,0,0,0.00066,512,200.9
-25.23333,-69.71667,Catalina 038,Chile,2012,H5,Stony,H Chondrite,2178,0,0,10.9,0.00065,152,332
27.35267,16.20067,Dar al Gani 476 ,Libya,1998,Martian,Stony,Martian Achondrite,586.3,0,0,1.8,0.00065,434,2015
20.44753,56.31372,Ramlat as Sahmah 463,Oman,2012,L6,Stony,L Chondrite,145.1,24.3,0,0,0.00065,512,179.382
39.683333,-117.616667,Tungsten Mountain 011,USA,2003,CV3,Stony,Carbonaceous chondrite,1560.6,23.3,0,0,0.00065,840,186.52
19.22478,54.92317,Dhofar 985,Oman,2004,LL6,Stony,L Chondrite,185.2,27.8,0,0,0.00064,512,153.9
-30.75,128.08333,Forrest 035,Australia,1991,L6,Stony,L Chondrite,173,25.6,0,0,0.00064,36,166
36.55722,-114.42694,Moapa Valley ,USA,2004,CM1,Stony,Carbonaceous chondrite,416.7,0,0,5,0.00063,840,698.8
20.39093,56.67445,Sayh al Uhaymir 596,Oman,2014,H6,Stony,H Chondrite,132.4,19.5,0,0,0.00063,512,216.6
20.5,-99.96667,Tequisquiapan ,Mexico,2012,"Iron, IAB complex",Iron,Non-magmatic Iron,1990.8,0,0,1.5,0.00063,484,2316.1
18.37245,54.32253,Dhofar 1805,Oman,2012,L6,Stony,L Chondrite,270.9,24.4,0,0,0.00062,512,168.759
18.54739,54.13436,Dhofar 2012,Oman,2014,L6,Stony,L Chondrite,240.2,0,0,1.3,0.00062,512,2669
31.91667,-106.15,Hueco Tanks (b),USA,1985,H5,Stony,H Chondrite,1268.5,19,0,1.5,0.00062,840,200
20.9645,56.72033,Sayh al Uhaymir 525 ,Oman,2006,Ureilite,Stony,Asteroidal Achondrite,136.2,18,0,1.3,0.00062,512,212
20.8016,55.47315,Ramlat as Sahmah 314,Oman,2009,H6,Stony,H Chondrite,103.7,18.4,0,0,0.0006,512,219
22.39242,48.69637,Abar al' Uj 013,Saudi Arabia,2012,H4-5,Stony,H Chondrite,282.1,18.7,0,2,0.00059,682,185.62
17.80693,53.9759,Aybut 003,Oman,2014,H5,Stony,H Chondrite,394.9,18.9,0,0,0.00059,512,206.9
36.24108,-116.18697,Stewart Valley 017 ,USA,2006,L6,Stony,L Chondrite,745.4,24,0,1.1,0.00059,840,156
27.53333,3.7,Acfer 008,Algeria,1989,H5,Stony,H Chondrite,432,18.6,0,0,0.00057,12,205
32.133333,-82.983333,Jay Bird Springs,USA,2003,Pallasite,Stony-Iron,Pallasite,59.4,12.9,0,0,0.00057,840,292
27.7,4.08333,Acfer 018,Algeria,1989,H5,Stony,H Chondrite,450,18.1,0,0,0.00056,12,207
18.7519,54.03568,Dhofar 2023,Oman,2010,H5,Stony,H Chondrite,206.1,18.2,0,0,0.00056,512,203.6
34.35833,-101.73,Kress (b),USA,1966,L4,Stony,L Chondrite,1055,0,0,1.2,0.00056,840,2600
20.63163,56.2768,Ramlat as Sahmah 473,Oman,2012,L6,Stony,L Chondrite,122.9,25.5,0,0,0.00056,512,147.354
-22.41667,-68.75,Calama 001 ,Chile,2010,Ureilite,Stony,Asteroidal Achondrite,2500,11.2,0,1.9,0.00055,152,270
19.53972,55.26763,Jiddat al Harasis 886,Oman,2013,L6,Stony,L Chondrite,128.3,24.5,0,0,0.00055,512,150.8
-30.71061,140.15142,Lake Frome 002,Australia,1992,H5,Stony,H Chondrite,30.7,18.4,0,0,0.00055,36,201
35.22358,-117.1136,Superior Valley 002,USA,2000,L6,Stony,L Chondrite,918.3,25.5,0,0,0.00055,840,145
27.06517,16.13983,Dar al Gani 908,Libya,2000,H6,Stony,H Chondrite,584.6,17.6,0,0,0.00054,434,204
19.67245,56.22283,Jiddat al Harasis 847,Oman,2011,H5,Stony,H Chondrite,147.5,17.5,0,2.8,0.00054,512,171.8
19.5882,55.4987,Jiddat al Harasis 884,Oman,2013,H5,Stony,H Chondrite,128,18,0,0,0.00054,512,200.6
20.627,56.26647,Ramlat as Sahmah 472,Oman,2012,L6,Stony,L Chondrite,123,23.1,0,1.3,0.00054,512,145.451
-25.23333,-69.71667,Catalina 020,Chile,2010,L6,Stony,L Chondrite,2178,0,0,1.4,0.00053,152,2084
18.83678,54.60143,Dhofar 1935,Oman,2001,H5,Stony,H Chondrite,207.6,0,0,1.5,0.00053,512,1962.99
19.66767,55.68198,Jiddat al Harasis 679,Oman,2011,H5,Stony,H Chondrite,154.4,17.8,0,0,0.00053,512,198.4
48.72,-94.57,Rainy River ,Canada,2000,IAB complex,Iron,Non-magmatic Iron,328.2,0,0,0.9,0.00053,124,3260
35.05452,-116.73005,Coyote Dry Lake 176,USA,2003,H6,Stony,H Chondrite,518.6,18.4,0,0,0.00052,840,187.55
27.13433,16.11017,Dar al Gani 747,Libya,2005,H6,Stony,H Chondrite,583,19.3,0,0,0.00052,434,179
18.534528,54.167889,Dhofar 1250,Oman,2005,L3.8,Stony,L Chondrite,237.8,24.6,0,0,0.00052,512,142
19.1152,54.82523,Dhofar 1789,Oman,2012,H4,Stony,H Chondrite,195.3,16.7,0,0,0.00052,512,208.943
28.99065,12.97985,Hammadah al Hamra 344,Libya,2000,H6,Stony,H Chondrite,628.2,0,0,1.25,0.00052,434,2318.4
-25,-70.46667,Paposo 005,Chile,2011,H5,Stony,H Chondrite,7,0,0,1.6,0.00052,152,1802
19.24414,55.03597,Jiddat al Harasis 074,Oman,2004,LL4,Stony,L Chondrite,167.1,27.4,0,1.2,0.00051,512,118.1
20.51017,55.83568,Ramlat as Sahmah 368,Oman,2010,H5,Stony,H Chondrite,141.4,18,0,1.4,0.00051,512,172.467
20.74118,56.36537,Ramlat as Sahmah 478,Oman,2012,H4-6,Stony,H Chondrite,119.5,17.1,0,0,0.00051,512,197.215
19.62902,56.00185,Jiddat al Harasis 880,Oman,2013,L6,Stony,L Chondrite,157,22,0,0,0.0005,512,150
19.64188,54.34252,Dhofar 1810,Oman,2012,H5,Stony,H Chondrite,129.2,18.1,0,1.1,0.00049,512,168.209
-24.85,-70.53333,El M‚dano 276,Chile,2011,L6,Stony,L Chondrite,18,0,0,1.6,0.00049,152,1711
20.576,56.05047,Ramlat as Sahmah 379,Oman,2010,L6,Stony,L Chondrite,114.6,24.3,0,1.2,0.00049,512,126.733
31.1,-5.18333,Northwest Africa 541,Morocco,2000,H3.8,Stony,H Chondrite,899,18.2,0,0,0.00048,504,174
-30.45,126.6,Nurina 002,Australia,1977,H5,Stony,H Chondrite,211,18.9,0,0,0.00048,36,170.5
-30.08333,128.83333,Reid 014,Australia,1991,L6,Stony,L Chondrite,192,25.4,0,0,0.00048,36,125
27.73333,4.08333,Acfer 009,Algeria,1989,L6,Stony,L Chondrite,452,24.6,0,0,0.00047,12,127
40.26667,-118.93333,Bluewing 031,USA,1999,H5,Stony,H Chondrite,1190.9,18.3,0,0,0.00047,840,170
18.61689,54.26992,Dhofar 1969,Oman,2011,H4,Stony,H Chondrite,223,18.5,0,1.2,0.00047,512,155.5
19.29798,55.74993,Jiddat al Harasis 349,Oman,2003,L6,Stony,L Chondrite,186.3,0,0,40.6,0.00047,512,64.3
19.46558,56.22868,Jiddat al Harasis 919,Oman,2009,H6,Stony,H Chondrite,162.4,18,0,0,0.00047,512,174.7
35.04953,-117.26357,Harper Dry Lake 007,USA,2000,H5,Stony,H Chondrite,617.6,18.4,0,0,0.00046,840,166.7
20.47678,55.52788,Ramlat as Sahmah 287 ,Oman,2009,Diogenite,Stony,Asteroidal Achondrite,117.3,0,0,1.3,0.00046,512,1962
22.90618,48.94903,Abar al' Uj 042,Saudi Arabia,2012,L6,Stony,L Chondrite,242,21.7,0,0,0.00045,682,137.45
18.70703,54.16488,Dhofar 1883,Oman,2011,H4,Stony,H Chondrite,204.4,18,0,0,0.00045,512,167.3
31.1,-5.18333,Northwest Africa 542,Morocco,2000,LL6,Stony,L Chondrite,899,29.4,0,0,0.00045,504,102
31.1,-5.18333,Northwest Africa 543,Morocco,2000,LL4,Stony,L Chondrite,899,28.6,0,0,0.00045,504,105
35.0501,-116.74443,Coyote Dry Lake 117,USA,1999,H3,Stony,H Chondrite,519.1,18,0,0,0.00044,840,162
19.25317,54.83617,Dhofar 990,Oman,2004,H4,Stony,H Chondrite,190.6,17.6,0,0,0.00044,512,165.3
-24.68333,-69.76667,Los Vientos 008,Chile,2010,H5,Stony,H Chondrite,1792,0,0,1.5,0.00044,152,1617
20.07983,55.6061,Ramlat as Sahmah 449,Oman,2012,L5,Stony,L Chondrite,115.3,25.6,0,0,0.00044,512,115.505
18.65703,53.06175,Ramlat Fasad 020,Oman,2014,H4,Stony,H Chondrite,252.9,17.2,0,0,0.00044,512,169.4
35.23583,-117.044,Superior Valley 009,USA,2001,L6,Stony,L Chondrite,914.3,25.4,0,0,0.00044,840,116.42
21.11333,55.54098,Umm as Samim 028,Oman,2010,L6,Stony,L Chondrite,102,23.9,0,0,0.00044,512,123.64
40.27537,-118.9461,Bluewing 004,USA,1999,L5,Stony,L Chondrite,1190.2,25.1,0,0,0.00043,840,113
-24.85,-70.53333,El M‚dano 171,Chile,2011,H5,Stony,H Chondrite,18,0,0,1.3,0.00043,152,1821
