Longitude,Latitude,Name,Country,Year,Class,Type,SubType,Elevation,Fa,Fs,Wo,Value,cid,Mass
19.7,55.73333,Jiddat al Harasis 073,Oman,2002,L6,Stony,L Chondrite,161,25.3,22.4,1.2,86000,512,550000
20.51667,56.66667,Sayh al Uhaymir 001,Oman,2000,L4/5,Stony,L Chondrite,113,24.7,21.4,43.6,61000,512,408000
26.06,118.01,Youxi ,China,2006,Mesosiderite-C,Stony-Iron,Mesosiderite,497,30.2,28.1,2.2,43000,156,218000
27.30167,15.7645,Dar al Gani 749,Libya,2005,CO3,Stony,Carbonaceous chondrite,484.8,48,47.9,0,32000,434,95000
19.65167,55.69,Jiddat al Harasis 055,Oman,2004,L4-5,Stony,L Chondrite,161,25.6,21.7,0,30000,512,200000
19.03333,54.51667,Dhofar 020,Oman,2000,H4-5,Stony,H Chondrite,168,18.1,15.9,0,28000,512,256000
36.85992,101.42603,Xining ,China,2012,L5,Stony,L Chondrite,2979.5,40,40,0,28000,156,100001
27.95833,21.68333,Jalu,Libya,2000,L6,Stony,L Chondrite,126,25.4,21.5,0,23000,434,150000
18.16667,54.16667,Dhofar 005,Oman,2000,L6,Stony,L Chondrite,312,24.8,22.3,0,20000,512,125500
19.69362,56.65432,Jiddat al Harasis 091,Oman,2002,L5,Stony,L Chondrite,158.7,25,21.3,1.7,18000,512,123374.4
12.66667,78.03333,Sulagiri ,India,2008,LL6,Stony,L Chondrite,663,25.4,21.9,0,17000,356,110000
29.65225,-7.7493,Toufassour ,Morocco,2007,Mesosiderite,Stony-Iron,Mesosiderite,498.5,0,33,0,17000,504,73300
54.81667,61.11667,Chelyabinsk ,Russia,2013,LL5,Stony,L Chondrite,284,27.9,22.8,4,16000,643,100001
57.78117,47.67967,Karavannoe ,Russia,1965,"Pallasite, PES",Stony-Iron,Pallasite,122.5,19.7,16.8,39.9,16000,643,132000
47.457,47.5385,Kharabali ,Russia,2001,H5,Stony,H Chondrite,-9.1,18.7,16.8,1.4,16000,643,140000
19.71678,56.6062,Jiddat al Harasis 090,Oman,2002,L5,Stony,L Chondrite,157.2,25.1,22.8,6.9,15000,512,92667.6
28.60033,13.5775,Hammadah al Hamra 153,Libya,1995,H3.8-4,Stony,H Chondrite,602,24,40,0,14000,434,50000
-18.93333,28.6,Nkayi ,Zimbabwe,2009,L6,Stony,L Chondrite,1150,24.5,20.7,0,14000,716,100000
31.15643,-5.15262,Bou Azarif ,Morocco,2010,H5,Stony,H Chondrite,925.9,18.2,17.9,0,13000,504,100000
44.17133,24.91883,Gresia ,Romania,1990,H4,Stony,H Chondrite,93,20,64,0,12000,642,26900
22.79167,-3.96667,Taoudenni ,Mali,2007,Diogenite,Stony,Asteroidal Achondrite,243,30,69,0,12000,466,24370
23.69639,-5.01472,Chergach ,Mali,2007,H5,Stony,H Chondrite,302.2,18.2,15.5,17,11000,466,100000
19.7127,56.58277,Jiddat al Harasis 230,Oman,2005,L5,Stony,L Chondrite,157.7,25.2,20.8,1.9,11000,512,"77,000"
31.16333,-7.015,Tamdakht ,Morocco,2008,H5,Stony,H Chondrite,1417,18,16,0,11000,504,100000
22.09722,-2.54306,Dar el Kahal ,Mali,2013,H5-6,Stony,H Chondrite,313.2,17.4,16,0,9500,466,85000
19.74783,56.5293,Jiddat al Harasis 904,Oman,2010,L5,Stony,L Chondrite,159.2,24.6,20.5,0,9200,512,64400
19.79747,56.44853,Jiddat al Harasis 900,Oman,2010,L5,Stony,L Chondrite,151.8,25.1,21.1,0,8900,512,60000
39.35067,-114.40783,Yelland Dry Lake,USA,2007,H4,Stony,H Chondrite,1691.9,18.5,16.3,1.9,8700,840,76000
27.66667,95.78333,Mahadevpur ,India,2007,H4/5,Stony,H Chondrite,143,19,17,0,8400,356,70500
20.29883,56.73908,Sayh al Uhaymir 582 ,Oman,2010,L5,Stony,L Chondrite,144.6,25.8,21.7,22,8400,512,55000
27.16667,-9.5,Lahmada 009,Western Sahara,1999,H3-6,Stony,H Chondrite,503,18.1,16.6,0,8100,732,70000
24.43817,0.103,Tanezrouft 072,Algeria,2002,H6,Stony,H Chondrite,314.7,20.8,17.7,0,7700,12,62285
19.71458,56.54755,Jiddat al Harasis 342,Oman,2006,L5,Stony,L Chondrite,155.6,25.2,20.7,1.8,7200,512,"49,750.00"
18.67877,54.2876,Dhofar 1654,Oman,2011,L5,Stony,L Chondrite,214.2,24.2,20.4,0,7100,512,50000
31.38333,-4.25,Northwest Africa 1581,Morocco,2001,L6,Stony,L Chondrite,785,24.4,20.2,0,7100,504,50200
33.58333,-99.8,Benjamin,USA,1969,H4/5,Stony,H Chondrite,445.9,20,19,0,6900,840,51800
28.63667,13.1965,Hammadah al Hamra 173,Libya,1996,L6,Stony,L Chondrite,581,25.2,21.5,0,6800,434,45000
18.335,54.18167,Dhofar 007,Oman,1999,Eucrite,Stony,Asteroidal Achondrite,271,0,43.3,0,6400,512,21270
18.34055,54.39167,Dhofar 1824,Oman,2011,L6,Stony,L Chondrite,279.7,25.6,21.5,9,6200,512,41416
19.86785,57.0028,Al Huqf 010,Oman,2002,L6,Stony,L Chondrite,161,25.2,21.1,1,6100,512,41539.34
32.05,-3.03333,Northwest Africa 055,Morocco,1999,L4,Stony,L Chondrite,867,23.8,20.6,0,6100,504,42000
18.63333,54.42167,Dhofar 1289,Oman,2004,L4,Stony,L Chondrite,230,24.7,21.3,1.1,5500,512,37000
18.86622,54.67967,Dhofar 1700,Oman,2010,L6,Stony,L Chondrite,201.4,23.2,19.7,1.3,5400,512,39000
32.25,-8.15,Benguerir ,Morocco,2004,LL6,Stony,L Chondrite,403,29,25,1,5300,504,30000
18.27833,54.285,Dhofar 1288,Oman,2004,H5,Stony,H Chondrite,287,17.8,17.4,0,5300,512,43600
34.7345,-114.21717,Buck Mountains 003,USA,2005,L6,Stony,L Chondrite,401,25,21.2,1.5,5100,840,"34,200.00"
20.537,9.53783,Point Berliet,Niger,2001,H5,Stony,H Chondrite,617.4,19,17.2,1.6,5100,562,42000
20.72918,57.189,Sayh al Uhaymir 270,Oman,2003,H4-6,Stony,H Chondrite,130.6,19.1,16.7,1.5,5100,512,43508.19
26.85,16.73333,Dar al Gani 610,Libya,1998,H4,Stony,H Chondrite,620,17.8,16.1,0,5000,434,44000
18.2735,54.21367,Dhofar 1565,Oman,2008,H5,Stony,H Chondrite,287.4,18.7,16.5,1.6,5000,512,43000
19.82703,56.4641,Jiddat al Harasis 901,Oman,2010,L6,Stony,L Chondrite,157.5,24.4,20.3,0,5000,512,35000
52.996,-109.84817,Buzzard Coulee ,Canada,2008,H4,Stony,H Chondrite,570,17.8,16.6,0,4800,124,"41,000"
25.15592,0.82213,Djebel Chaab 002,Algeria,2003,LL6,Stony,L Chondrite,321.7,26.3,22.2,0,4800,12,30616
19.53268,56.87225,Jiddat al Harasis 406,Oman,2006,L6,Stony,L Chondrite,151.6,24.2,20.7,5.3,4800,512,33000
27.58333,4.1,Acfer 329,Algeria,2001,L4/5,Stony,L Chondrite,450,24.1,21.5,0,4500,12,30000
25.4075,0.13639,Tanezrouft 065,Algeria,2002,L4,Stony,L Chondrite,293.3,23.1,21,0,4400,12,30000
-24.68333,-69.76667,Los Vientos 002,Chile,2010,L6,Stony,L Chondrite,1792,23.2,19.8,3,4300,152,30750
31,11.66667,Sinawan 001 ,Libya,1991,L6,Stony,L Chondrite,603,25.4,21.6,0,4300,434,28600
37.01667,-95.66667,Coffeyville,USA,2006,H5,Stony,H Chondrite,231.7,18.7,16.7,0,4200,840,35900
38.84833,-98.72383,Bunker Hill ,USA,2002,L6,Stony,L Chondrite,564.8,24.7,20.9,3.6,4100,840,28000
20.3936,56.22002,Ramlat as Sahmah 418,Oman,2010,L6,Stony,L Chondrite,143.6,24,20.2,1.3,4100,512,28791
21.26172,57.17887,Sayh al Uhaymir 278,Oman,2002,L5,Stony,L Chondrite,135.2,25.1,20.9,1.3,4100,512,27860.8
35.28,128.12333,Jinju ,South Korea,2014,H5,Stony,H Chondrite,26,18.3,16.2,0,3900,410,34000
19.0084,54.76913,Dhofar 379,Oman,2000,L6,Stony,L Chondrite,184.2,26,21.5,0,3800,512,25000
28.935,-8.905,Tirhert ,Morocco,2014,Eucrite-unbr,Stony,Asteroidal Achondrite,412,0,53.6,1.5,3800,504,10000
19.04002,54.78383,Dhofar 360,Oman,2005,LL3-6,Stony,L Chondrite,189.4,28,34.6,0,3700,512,15300
28.95833,10.59167,Hammadah al Hamra 328,Libya,1999,H5,Stony,H Chondrite,666,18.6,17.2,0,3700,434,30440
21.6,1.66667,Ilafegh 008,Algeria,1989,L5,Stony,L Chondrite,442,23.4,20.3,0,3700,12,26111
-28.09697,118.45561,Windimurra ,Australia,2004,H4/5,Stony,H Chondrite,494.3,19.7,17.8,0,3700,36,30001
31.47556,113.56694,Fuhe ,China,1945,L5,Stony,L Chondrite,57.4,24.2,22.1,0,3600,156,23000
15.78333,-5.9,Bassikounou ,Mauritania,2006,H5,Stony,H Chondrite,284,18.6,16.3,0,3400,478,29560
54.7505,36.978,Koltsovo ,Russia,2004,H4,Stony,H Chondrite,171,20,24,1.37,3400,643,20020
29.87861,-96.87222,Bluff (a) ,USA,1878,L5,Stony,L Chondrite,115.9,24.6,20.5,1.2,3200,840,22250
28.59583,13.269,Hammadah al Hamra 087,Libya,1995,L6,Stony,L Chondrite,574.2,24.6,20.7,0,3200,434,22114
41.66889,93.17306,Kumtag,China,2008,H5,Stony,H Chondrite,1171.9,19.3,16.8,0,3100,156,26001
31.83333,-2.93333,Northwest Africa 059,Algeria,1999,H3.9/4,Stony,H Chondrite,763,19,16.6,0,3100,12,27000
-25,-70.46667,Paposo 004,Chile,2011,L3.1,Stony,L Chondrite,7,46,53,1,3100,152,8250
29.1,12.31667,Hammadah al Hamra 296,Libya,2000,H5/6,Stony,H Chondrite,655,20,16,0,3000,434,27064
-24.68333,-69.76667,Los Vientos 004,Chile,2011,H5,Stony,H Chondrite,1792,16.4,14.7,1.1,3000,152,29300
19.9997,56.41108,Jiddat al Harasis 267,Oman,2005,Meso,Stony-Iron,Mesosiderite,142.7,0,26.2,0,2900,512,"16,006"
20.70713,57.18317,Sayh al Uhaymir 266,Oman,2002,H5,Stony,H Chondrite,133.4,18.3,16.4,1.5,2900,512,25013.96
19.949,11.933,Tiffa 001,Niger,1997,H5,Stony,H Chondrite,422.7,17.3,15.6,1.3,2900,562,26900
19.08188,54.71472,Dhofar 1722,Oman,2010,H5,Stony,H Chondrite,185.3,17.7,16.2,0,2800,512,25000
28.002467,-11.131583,Northwest Africa 6963 ,Morocco,2011,Martian (shergottite),Stony,Martian Achondrite,254.2,0,39.7,0,2800,504,10000
26.6674,-11.67728,Jbilet Winselwan ,Western Sahara,2013,CM2,Stony,Carbonaceous chondrite,217.9,35,61,0,2600,732,6000
-24.68333,-69.76667,Los Vientos 003,Chile,2011,H5,Stony,H Chondrite,1792,16.9,14.7,1.5,2600,152,25450
45.5,-119.5,Morrow County,USA,1999,L6,Stony,L Chondrite,579.4,24.5,20.4,0,2600,840,18200
18.55,53.97,Shisr 010,Oman,2001,L4/6,Stony,L Chondrite,238,24.1,21.4,1.2,2600,512,17604
29.48195,-7.61123,Tissint ,Morocco,2011,Martian (shergottite),Stony,Martian Achondrite,371,0,51.6,39.2,2500,504,7001
29.36583,14.27611,Ashuwairif 004,Libya,2008,L6,Stony,L Chondrite,439.7,23.2,21.5,0,2400,434,15750
29,12.23333,Hammadah al Hamra 001,Libya,1990,H5,Stony,H Chondrite,656,18.9,17.3,21,2400,434,19418
19.36312,55.55723,Jiddat al Harasis 317,Oman,2001,H 5,Stony,H Chondrite,195,18.1,16.2,0,2400,512,21472
27.08167,16.28333,Dar al Gani 741,Libya,2005,H4,Stony,H Chondrite,595,17.5,15.9,0,2300,434,20500
28.71967,12.86433,Hammadah al Hamra 148,Libya,1995,L5,Stony,L Chondrite,611.6,24.8,20.8,0,2300,434,15770
20.10361,56.32694,Ramlat as Sahmah 428,Oman,2011,L6,Stony,L Chondrite,143.9,25.5,20.6,0.7,2300,512,16247
35.98728,-115.85828,Stump Spring 083 ,USA,2010,LL6,Stony,L Chondrite,843.5,27.8,23.6,1.3,2300,840,13700
29.86306,-96.92667,Bluff (b) ,USA,1917,L4,Stony,L Chondrite,98.7,23.3,19.2,0,2200,840,16000
27.74767,16.003,Dar al Gani 477,Libya,1998,L6,Stony,L Chondrite,550.6,23.7,19.8,0,2200,434,16128
27.13267,15.9925,Dar al Gani 956,Libya,2005,L6,Stony,L Chondrite,568.6,24.4,20.8,0,2200,434,15000
21.26395,78.59142,Katol ,India,2012,L6,Stony,L Chondrite,421.2,34,24,0,2200,356,13000
38.58362,93.80388,Lenghu 002,China,2013,L5,Stony,L Chondrite,3254.4,24.6,21.2,0,2200,156,15000
20.38333,56.76667,Sayh al Uhaymir 504,Oman,2010,L5/6,Stony,L Chondrite,135,25.2,15.7,36,2200,512,20000
27.13183,16.20767,Dar al Gani 955,Libya,2005,H6,Stony,H Chondrite,591.8,18.8,16.6,0,2100,434,18500
19.15823,54.88668,Dhofar 1733,Oman,2011,L3,Stony,L Chondrite,190.1,29,39.2,0,2100,512,7700
-23.2,-70.43333,Pampa (d),Chile,1986,L5,Stony,L Chondrite,112,25,22.9,1.39,2100,152,12800
23.14302,49.53252,Qulumat Nadqan 001,Saudi Arabia,2008,L3.7,Stony,L Chondrite,177.3,27.6,21.2,1.9,2100,682,13901
-25.06455,-69.93208,Catalina 094,Chile,2014,L5,Stony,L Chondrite,2017.3,25.2,21,0.7,2000,152,13893
19.83956,55.76756,Jiddat al Harasis 628,Oman,2009,H5,Stony,H Chondrite,132.8,19.7,18,31.9,2000,512,16000
30.50167,58.40333,Kerman 001 ,Iran,2013,H5,Stony,H Chondrite,335.1,18.4,16.4,0,2000,364,17000
20.5225,56.11768,Ramlat as Sahmah 276,Oman,2008,L6,Stony,L Chondrite,137,24.4,21.9,1.8,2000,512,12800
24.63633,-14.71633,Sueilila,Western Sahara,2005,LL6,Stony,L Chondrite,130.8,25.7,21.9,1.8,2000,732,13266
-1.00278,37.15028,Thika ,Kenya,2011,L6,Stony,L Chondrite,1479,24.5,20.5,0,2000,404,14200
52.13333,81.96667,Zerkaly,Russia,1956,H5,Stony,H Chondrite,236,18.7,18,0,2000,643,16000
27.63917,15.90133,Dar al Gani 595,Libya,1998,H5,Stony,H Chondrite,549,19.4,17.8,0.9,1900,434,14931
18.67378,54.45017,Dhofar 1493,Oman,2008,L6,Stony,L Chondrite,224.8,22.5,19,0,1900,512,14000
18.93805,54.68658,Dhofar 446,Oman,2001,L5,Stony,L Chondrite,200.9,25.5,22,0,1900,512,12400
25.53667,25.65778,Great Sand Sea 019,Egypt,1999,LL6,Stony,L Chondrite,401.3,27.4,22.5,1.5,1900,818,12000
20.58298,57.3165,Sayh al Uhaymir 250,Oman,2003,H4-6,Stony,H Chondrite,140.5,18,16.6,1.3,1900,512,16200
20.76467,57.26967,Sayh al Uhaymir 499,Oman,2009,H5,Stony,H Chondrite,130.3,19.1,16.7,2.1,1900,512,15900
30.98022,10.00652,Tieret 010,Tunisia,2010,H3,Stony,H Chondrite,372.2,25.4,53.5,1.1,1900,788,5150
46.006,18.991,Cs talja,Hungary,2012,H4,Stony,H Chondrite,86.2,18.9,16.3,0,1800,348,16000
18.66003,54.24553,Dhofar 1027,Oman,2003,H5/6,Stony,H Chondrite,214.5,19.5,17,0,1800,512,14944
18.39317,54.66433,Dhofar 1558,Oman,2009,L4,Stony,L Chondrite,266.4,27.6,22.9,1.8,1800,512,11400
-24.85,-70.53333,El M‚dano 262 ,Chile,2015,CO3,Stony,Carbonaceous chondrite,18,73,10,1.3,1800,152,26000
28.47017,12.972,Hammadah al Hamra 280,Libya,2000,CK4,Stony,Carbonaceous chondrite,560.1,32.3,9.6,2.3,1800,434,26500
19.829,56.482,Jiddat al Harasis 804 ,Oman,2013,Eucrite,Stony,Asteroidal Achondrite,160.2,0,57.8,15,1800,512,4400
27.4114,3.70467,Acfer 379,Algeria,2004,H4,Stony,H Chondrite,429.9,19,16.6,0,1700,12,"14,764"
29.37972,14.26972,Ashuwairif 002,Libya,2008,L5/6,Stony,L Chondrite,437.9,24,20,0,1700,434,11953
19.15833,54.57333,Dhofar 224,Oman,2001,H4,Stony,H Chondrite,169,17.1,16.6,0,1700,512,14974
18.79167,54.15333,Dhofar 721,Oman,2001,H4,Stony,H Chondrite,188,18.8,17.9,1.2,1700,512,13605
19.53,55.75833,Jiddat al Harasis 003,Oman,1999,L5,Stony,L Chondrite,161,24.6,22.2,0,1700,512,10830
19.7853,56.5869,Jiddat al Harasis 905,Oman,2014,H5,Stony,H Chondrite,157.5,17.4,15.1,0,1700,512,16400
30.51667,-4.3,Northwest Africa 6203 ,Algeria,2008,"Iron, IAB-MG",Iron,Non-magmatic Iron,614,4.9,6.9,0,1700,12,35400
25.25306,0.14028,Tanezrouft 028,Algeria,1991,H3,Stony,H Chondrite,298,18.4,16.1,0,1700,12,"15,000"
27.86667,15.94283,Dar al Gani 399,Libya,1998,L5,Stony,L Chondrite,532,23.9,20.2,0.9,1600,434,11455
18.658,54.26517,Dhofar 1819,Oman,2011,LL5,Stony,L Chondrite,214.6,26.4,22.9,12,1600,512,10064
-24.85,-70.53333,El M‚dano 153,Chile,2010,H3,Stony,H Chondrite,18,21,39,1.4,1600,152,6038
29.06667,12.68333,Hammadah al Hamra 019,Libya,1990,H6,Stony,H Chondrite,643,19.4,17.4,0,1600,434,13431
-14.08306,-75.815,Huacachina ,Peru,2014,LL3,Stony,L Chondrite,592.3,21.9,14.8,0,1600,604,15000
19.93787,56.39555,Jiddat al Harasis 426,Oman,2007,L6,Stony,L Chondrite,153.9,24.1,20.8,0.2,1600,512,11170.1
20.6282,56.19198,Ramlat as Sahmah 204,Oman,2003,L6,Stony,L Chondrite,124.6,25.8,22.4,0,1600,512,"10,248.80"
13.26667,5.4,Goronyo,Nigeria,2001,H4,Stony,H Chondrite,303,21.8,19.9,0,1500,566,11000
28.8435,12.99683,Hammadah al Hamra 051,Libya,1994,H6,Stony,H Chondrite,627.2,19.9,17.9,0,1500,434,12000
-24.68333,-69.76667,Los Vientos 045,Chile,2010,H4,Stony,H Chondrite,1792,20.7,17.8,0,1500,152,11900
28.29833,0.66667,Plateau du Tademait 003,Algeria,2002,L5,Stony,L Chondrite,396,24.7,21.2,0,1500,12,10000
30.9,-3.96667,Taouz 002,Morocco,1999,LL6,Stony,L Chondrite,696,31,25.7,4,1500,504,8350
11.33528,104.68889,Trƒpeang R“noas,Cambodia,2010,H4,Stony,H Chondrite,34.4,18.9,16.9,8,1500,116,13000
27.67817,4.46533,Acfer 371,Algeria,2002,L5,Stony,L Chondrite,461.4,23.7,20.2,0,1400,12,9608
19.40412,57.27497,Al Huqf 064,Oman,2002,H4,Stony,H Chondrite,153.2,18.5,16,1.4,1400,512,12834
31.805,-97.01,Ash Creek ,USA,2009,L6,Stony,L Chondrite,158.9,24.2,20.5,0,1400,840,9500
29.35944,14.25528,Ashuwairif 001,Libya,2008,H4,Stony,H Chondrite,441.8,16,14,1.6,1400,434,14566
27.203,15.90067,Dar al Gani 1006,Libya,1999,CO3,Stony,Carbonaceous chondrite,520.7,0,46.6,0,1400,434,4150
19.0855,54.76243,Dhofar 772,Oman,2000,L6,Stony,L Chondrite,185.8,24.2,21.3,1.4,1400,512,9187
19.75377,56.29692,Jiddat al Harasis 574,Oman,2009,H4-6,Stony,H Chondrite,148.5,18.1,15.6,1.3,1400,512,13000
34.78333,-103.66667,Ragland Hill ,USA,1980,H5,Stony,H Chondrite,1462.3,19,16.6,0,1400,840,11800
35.6779,-112.07242,Red Hill ,USA,2000,H4,Stony,H Chondrite,1855.3,18.4,15.8,1.1,1400,840,12700
20.16658,57.07545,Sayh al Uhaymir 277,Oman,2002,H6,Stony,H Chondrite,148.3,19.5,16.8,1.5,1400,512,11643
20.93015,57.14505,Sayh al Uhaymir 425,Oman,2005,L5-6,Stony,L Chondrite,126.2,23.6,19.8,1.6,1400,512,"10,006.70"
18.87253,55.47592,Shalim 009,Oman,2009,L6,Stony,L Chondrite,211.2,23.9,20.4,1.3,1400,512,9472.2
18.50755,53.99325,Shisr 036,Oman,2002,H3,Stony,H Chondrite,247.6,23.8,19.6,1.6,1400,512,10175
18.60667,53.95117,Shisr 168,Oman,2004,H5,Stony,H Chondrite,224.8,18.2,16.1,0,1400,512,12688
18.34367,54.41567,Dhofar 146,Oman,2005,L6,Stony,L Chondrite,281,25.4,21.8,0,1300,512,8795
29.75944,4.20861,El Atchane 003,Algeria,1991,L6,Stony,L Chondrite,313.1,24.7,20.9,0,1300,12,9000
44.33823,-107.67405,Hyattville,USA,2008,L6,Stony,L Chondrite,1463.2,25,21,1.2,1300,840,8911
19.82562,55.684,Jiddat al Harasis 664,Oman,2011,H5,Stony,H Chondrite,110.2,17,15.4,0,1300,512,12175
19.55192,56.81231,Jiddat al Harasis 813,Oman,2013,L6,Stony,L Chondrite,152.2,24.1,20.4,0,1300,512,8800
34.71457,-114.19142,Palo Verde Mine,USA,2004,L6,Stony,L Chondrite,448.9,25,21,0,1300,840,9158
20.5247,56.12155,Ramlat as Sahmah 271,Oman,2008,L6,Stony,L Chondrite,134.8,26.2,21.5,2.4,1300,512,8904
20.46356,55.49606,Ramlat as Sahmah 439,Oman,2013,L4,Stony,L Chondrite,107.2,22.7,21,0,1300,512,9050
33.995,-103.25,Roosevelt County 102,USA,1988,L5,Stony,L Chondrite,1284.5,25.3,22.6,0,1300,840,8345
43.36371,-99.91977,Winner ,USA,2004,L3.9,Stony,L Chondrite,652.3,26,21.7,1.3,1300,840,8502
19.86607,57.0032,Al Huqf 011,Oman,2002,L6,Stony,L Chondrite,160,25.5,22,1.6,1200,512,8056
27.06117,16.17817,Dar al Gani 256,Libya,1997,LL5-6,Stony,L Chondrite,588.5,28,23.5,0,1200,434,7141
27.38333,16.41667,Dar al Gani 487,Libya,1998,L6,Stony,L Chondrite,605,24,21,0,1200,434,8189
27.17433,15.9205,Dar al Gani 998,Libya,2005,H3,Stony,H Chondrite,523.2,50,48,0,1200,434,3522
19.15867,54.731,Dhofar 069,Oman,1999,H4,Stony,H Chondrite,179.3,18.4,16.4,0,1200,512,10083
18.65952,54.2463,Dhofar 1026,Oman,2003,H6,Stony,H Chondrite,215.3,19.5,17,0,1200,512,10500
18.58333,54.455,Dhofar 1439,Oman,2003,Eucrite (monomict),Stony,Asteroidal Achondrite,240,0,34.7,1.73,1200,512,5132
18.51667,54.23333,Dhofar 1576,Oman,2010,L5,Stony,L Chondrite,238,25.2,22.2,6,1200,512,7700
28.52633,13.06517,Hammadah al Hamra 236,Libya,1997,L4,Stony,L Chondrite,560.9,24.1,20.6,0,1200,434,8261
19.79363,56.47927,Jiddat al Harasis 293,Oman,2005,L5,Stony,L Chondrite,153.7,24.9,20.3,1.8,1200,512,8420
-40.53333,-66.63333,Nahuel Niyeu,Argentina,2005,H5,Stony,H Chondrite,223,18.4,16,0,1200,32,10540
29.91667,-5.58333,Northwest Africa 256,Morocco,1999,LL5,Stony,L Chondrite,592,28.9,23.7,0,1200,504,7000
30.19267,-9.03667,Northwest Africa 841,Morocco,2001,L6,Stony,L Chondrite,550.6,25.9,21.4,0,1200,504,8012
18.18233,55.50183,Shalim 003,Oman,2001,H5,Stony,H Chondrite,283.6,18.6,16.7,0,1200,512,10350
18.18233,55.50183,Shalim 004,Oman,2001,H5,Stony,H Chondrite,283.6,18.6,16.6,1.4,1200,512,10350
18.45485,53.96945,Shisr 189,Oman,2004,L6,Stony,L Chondrite,253.5,24.1,20.6,0,1200,512,8300
40.14033,91.702,Tuya,China,2013,H5,Stony,H Chondrite,829.9,16.6,15.1,0,1200,156,11450
-31.4875,122.12389,Binneringie ,Australia,1946,H5,Stony,H Chondrite,311.3,19.8,17.8,1.4,1100,36,9056
19.136,54.82267,Dhofar 131,Oman,2005,H5/6,Stony,H Chondrite,192.6,18.7,16.6,0,1100,512,9680
18.926,54.39888,Dhofar 1562,Oman,2004,L6,Stony,L Chondrite,186.5,23.8,20.3,0,1100,512,7550
19.15608,54.82702,Dhofar 1783,Oman,2013,H6,Stony,H Chondrite,188.7,18.4,16.2,0,1100,512,9850
28.1935,31.16233,El-Shaikh Fadl 004,Egypt,2009,L5,Stony,L Chondrite,187.7,24.2,20.5,0.92,1100,818,8012
19.97303,55.9528,Jiddat al Harasis 279,Oman,2005,L6,Stony,L Chondrite,135,24.8,20.6,1.4,1100,512,7494.2
19.22608,55.03081,Jiddat al Harasis 816,Oman,2013,L6,Stony,L Chondrite,180.3,26.5,22.1,0,1100,512,6900
21,-13,Northwest Africa 1717,Mauritania,2002,LL5-6,Stony,L Chondrite,421,30.5,25,0,1100,478,6032
23.6,-5,Northwest Africa 512,Mali,1999,L4,Stony,L Chondrite,256,24,20.5,0,1100,466,8001
-25,-70.46667,Paposo 014,Chile,2009,L6,Stony,L Chondrite,7,24.8,20.5,0,1100,152,7872
21.37015,57.7291,Qarat al Milh 001,Oman,2005,LL4-6,Stony,L Chondrite,127.9,26.5,22.2,0,1100,512,7269
25.63333,0.5,Reggane 003,Algeria,1989,H4,Stony,H Chondrite,280,18.3,16.5,0,1100,12,9500
18.1074,53.8319,Shisr 025,Oman,1998,L6,Stony,L Chondrite,312.7,25,21.3,1.7,1100,512,7293.48
20.20117,11.587,Tiffa 007,Niger,2001,H5,Stony,H Chondrite,422.8,18.6,17.1,0,1100,562,9250
45.425,-101.097,Timber Lake ,USA,2011,H3,Stony,H Chondrite,679.2,18,18.2,0,1100,840,8660
38.04333,94.45305,Tuanjie 001,China,2013,H4,Stony,H Chondrite,2819,17.7,14.9,1.6,1100,156,11000
27.75467,15.98183,Dar al Gani 478,Libya,1998,L6,Stony,L Chondrite,547.7,23.8,19.9,1.2,1000,434,7367
18.575,54.29833,Dhofar 281,Oman,2001,L3.8,Stony,L Chondrite,230,23.9,29.2,0,1000,512,4936
18.61333,54.5,Dhofar 294,Oman,2001,H3.9,Stony,H Chondrite,235,18,24.1,1.6,1000,512,5988
-24.68333,-69.76667,Los Vientos 023,Chile,2011,L6,Stony,L Chondrite,1792,25.2,21,0,1000,152,7090
-24.68333,-69.76667,Los Vientos 056,Chile,2012,H3-5,Stony,H Chondrite,1792,45,50,0.9,1000,152,2932
-32.75833,21.68333,Merweville,South Africa,1977,L5,Stony,L Chondrite,755,24.1,20.6,1.2,1000,710,6970
-30.91667,118.2,Mukinbudin,Australia,1938,H5,Stony,H Chondrite,313,20.4,18.1,1.8,1000,36,8200
45.275,26.70972,Plescoi ,Romania,2008,L5-6,Stony,L Chondrite,156,25.5,21.4,2.1,1000,642,6913
-41.06667,-62.85,Viedma,Argentina,2003,L5,Stony,L Chondrite,0,24.9,21.1,40,1000,32,6900
19.17067,54.75967,Dhofar 058,Oman,1999,H4,Stony,H Chondrite,187.7,18.1,15.9,0,990,512,8852
19.2286,56.09232,Jiddat al Harasis 098,Oman,2002,H4,Stony,H Chondrite,173,19.7,18.8,1.3,990,512,7521.315
21.01332,57.09173,Sayh al Uhaymir 423,Oman,2005,H6,Stony,H Chondrite,129,19.1,16.7,1.1,990,512,8507.7
-23.43333,-70.08333,Mantos Blancos 002,Chile,2011,L6,Stony,L Chondrite,956.3,24,20.6,1,980,152,6800
37.52392,-98.62993,Sawyer ,USA,2006,H4,Stony,H Chondrite,570.3,19.3,17.2,11.8,980,840,8100
18.7865,54.2505,Dhofar 260,Oman,2001,L6,Stony,L Chondrite,196.8,25,21,0,970,512,6574.4
19.03822,54.79423,Dhofar 375,Oman,2000,LL4-6,Stony,L Chondrite,189.9,29.1,20,0,970,512,6933
